,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
155,155,[0],154.0,Inner+r=154+d=PkRuZPBehMa+uid=v0veSU8YX6wqCZpVOiWpl,0,Inner+r=154+d=PkRuZPBehMa+uid=v0veSU8YX6wqCZpVOiWpl
160,160,[155],157.0,Inner+r=157+d=PyNHHYwb6of+uid=CchCtqi1JbTxnXtANVlt_e,155,Inner+r=157+d=PyNHHYwb6of+uid=CchCtqi1JbTxnXtANVlt_e
186,186,[160],166.0,Inner+r=166+d=P9sstgcJwPW+uid=CCX4VCE71IjlP98HzLhAnW,160,Inner+r=166+d=P9sstgcJwPW+uid=CCX4VCE71IjlP98HzLhAnW
187,187,[160],166.0,Inner+r=166+d=P9sstgcJwPW+uid=Vbqt56bFh9Lyl-HtEfJmd,160,Inner+r=166+d=P9sstgcJwPW+uid=Vbqt56bFh9Lyl-HtEfJmd
211,211,[187],171.0,Inner+r=171+d=P4W6ebvj7pN+uid=Dwo6ZoYeHoDdnbMK_4oQ5w,187,Inner+r=171+d=P4W6ebvj7pN+uid=Dwo6ZoYeHoDdnbMK_4oQ5w
212,212,[187],171.0,Inner+r=171+d=P0F5ctUr5Kc+uid=ZVPEo88FRpMZS_Jd601MF,187,Inner+r=171+d=P0F5ctUr5Kc+uid=ZVPEo88FRpMZS_Jd601MF
221,221,[186],173.0,Inner+r=173+d=PceEKVI80CM+uid=DHnURACCFrZbj-L0vpFVOp,186,Inner+r=173+d=PceEKVI80CM+uid=DHnURACCFrZbj-L0vpFVOp
262,262,[186],178.0,Inner+r=178+d=PDdurthEO77+uid=CzEq1vu9xVovl37fSVnRM9,186,Inner+r=178+d=PDdurthEO77+uid=CzEq1vu9xVovl37fSVnRM9
313,313,[221],184.0,Inner+r=184+d=OH_ZOLe7JrB+uid=r6JP0VrMFdNYXKt9lTUea,221,Inner+r=184+d=OH_ZOLe7JrB+uid=r6JP0VrMFdNYXKt9lTUea
368,368,[211],189.0,Inner+r=189+d=PCPS87mPGFr+uid=DXZRlPbMGurxgUNyJNwjKm,211,Inner+r=189+d=PCPS87mPGFr+uid=DXZRlPbMGurxgUNyJNwjKm
380,380,[212],190.0,Inner+r=190+d=P86db0F8XAG+uid=DvZfD441CDX75A2fNqpo_b,212,Inner+r=190+d=P86db0F8XAG+uid=DvZfD441CDX75A2fNqpo_b
438,438,[368],195.0,Inner+r=195+d=KwU_B9JAFZ_+uid=OXJvrzSZuqJQ3NdTsGyck,368,Inner+r=195+d=KwU_B9JAFZ_+uid=OXJvrzSZuqJQ3NdTsGyck
439,439,[380],195.0,Inner+r=195+d=K9AmKcOpQgU+uid=DB_Z4AAjEc6hpU_sZ8aNEc,380,Inner+r=195+d=K9AmKcOpQgU+uid=DB_Z4AAjEc6hpU_sZ8aNEc
443,443,[313],196.0,Inner+r=196+d=Oxy9IMyKIWu+uid=Cv2-nSfr0OBVAfxvQ9Bh95,313,Inner+r=196+d=Oxy9IMyKIWu+uid=Cv2-nSfr0OBVAfxvQ9Bh95
455,455,[212],196.0,Inner+r=196+d=NN2oa5UZmrq+uid=CtNt3uJFVMJ5RL6Rrp2V6U,212,Inner+r=196+d=NN2oa5UZmrq+uid=CtNt3uJFVMJ5RL6Rrp2V6U
463,463,[262],197.0,Inner+r=197+d=Lfxb8eWw2TV+uid=BN7V-qmuDhuUaaiiCwXEpZ,262,Inner+r=197+d=Lfxb8eWw2TV+uid=BN7V-qmuDhuUaaiiCwXEpZ
465,465,[211],197.0,Inner+r=197+d=Nt01s_OWYrR+uid=DCNEcvW1h5aq1hGj6Axry9,211,Inner+r=197+d=Nt01s_OWYrR+uid=DCNEcvW1h5aq1hGj6Axry9
470,470,[439],197.0,Inner+r=197+d=PNbCdaWMQ-x+uid=CUnrqW4UHNAr08qh8uY10N,439,Inner+r=197+d=PNbCdaWMQ-x+uid=CUnrqW4UHNAr08qh8uY10N
471,471,[380],197.0,Inner+r=197+d=PNbCdaWMQ-x+uid=BHuWO0OXmCh744kV8VphSG,380,Inner+r=197+d=PNbCdaWMQ-x+uid=BHuWO0OXmCh744kV8VphSG
