,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
100,100,[0],99.0,Inner+r=99+d=P2eeOhDE-gz+uid=Bm_sCG3yKWUJy0caVTSdpI,0,Inner+r=99+d=P2eeOhDE-gz+uid=Bm_sCG3yKWUJy0caVTSdpI
194,194,[100],146.0,Inner+r=146+d=PQjOrFmS2KO+uid=CGYBlND5P7BYl3j7cJFInN,100,Inner+r=146+d=PQjOrFmS2KO+uid=CGYBlND5P7BYl3j7cJFInN
199,199,[194],148.0,Inner+r=148+d=OrjZFlVtMPc+uid=BuuPhfHhBVO8fiGEZGCgLs,194,Inner+r=148+d=OrjZFlVtMPc+uid=BuuPhfHhBVO8fiGEZGCgLs
202,202,[199],149.0,Inner+r=149+d=PKkuOXkwHJ7+uid=B_6dogBxJLLzCrHC4XTj9L,199,Inner+r=149+d=PKkuOXkwHJ7+uid=B_6dogBxJLLzCrHC4XTj9L
204,204,[194],149.0,Inner+r=149+d=LDD1kSbMdHg+uid=BACDmpJfqX3QdxSKUq9MeC,194,Inner+r=149+d=LDD1kSbMdHg+uid=BACDmpJfqX3QdxSKUq9MeC
457,457,[100],192.0,Inner+r=192+d=PFM8GFB9RLA+uid=tdcJdAeoGOXxqR6c7yJlr,100,Inner+r=192+d=PFM8GFB9RLA+uid=tdcJdAeoGOXxqR6c7yJlr
461,461,[204],192.0,Inner+r=192+d=MQv2SygVrgd+uid=XDEsA7NeGYxcpfbjmFFeH,204,Inner+r=192+d=MQv2SygVrgd+uid=XDEsA7NeGYxcpfbjmFFeH
471,471,[457],194.0,Inner+r=194+d=O-5euEHqK8G+uid=DuG4zEcDWKJ-uhqdOmGlnj,457,Inner+r=194+d=O-5euEHqK8G+uid=DuG4zEcDWKJ-uhqdOmGlnj
479,479,[471],195.0,Inner+r=195+d=P-Ag7agzC4o+uid=5yXqxuz54D6OcxLKvv1MQ,471,Inner+r=195+d=P-Ag7agzC4o+uid=5yXqxuz54D6OcxLKvv1MQ
481,481,[457],195.0,Inner+r=195+d=P-Ag7agzC4o+uid=Z3i3toOIARUFTu8fO1Waf,457,Inner+r=195+d=P-Ag7agzC4o+uid=Z3i3toOIARUFTu8fO1Waf
484,484,[199],195.0,Inner+r=195+d=L1iwoo1UsKi+uid=CRdyBt-87Bvcht285FWetJ,199,Inner+r=195+d=L1iwoo1UsKi+uid=CRdyBt-87Bvcht285FWetJ
488,488,[479],196.0,Inner+r=196+d=PbLqGYEBpTa+uid=Cv2-nSfr0OBVAfxvQ9Bh95,479,Inner+r=196+d=PbLqGYEBpTa+uid=Cv2-nSfr0OBVAfxvQ9Bh95
489,489,[479],196.0,Inner+r=196+d=OSxR433aWlJ+uid=BeYnnb4J7dWqUxn0eC_jpK,479,Inner+r=196+d=OSxR433aWlJ+uid=BeYnnb4J7dWqUxn0eC_jpK
490,490,[479],196.0,Inner+r=196+d=Mt9A5BEecoe+uid=BuZxaYHoMFljZGn6v1nNEA,479,Inner+r=196+d=Mt9A5BEecoe+uid=BuZxaYHoMFljZGn6v1nNEA
502,502,[488],197.0,Inner+r=197+d=NtJjp7CGhVQ+uid=-A2MzmwpoF_kchf2gpZUY,488,Inner+r=197+d=NtJjp7CGhVQ+uid=-A2MzmwpoF_kchf2gpZUY
518,518,[204],197.0,Inner+r=197+d=Iki4g2oj0xB+uid=DSXIBiBSIaD8YXDDcBFacd,204,Inner+r=197+d=Iki4g2oj0xB+uid=DSXIBiBSIaD8YXDDcBFacd
519,519,[488],198.0,Inner+r=198+d=PN3EkH93K12+uid=CcfUmKj3bch1ZCdANpiPZo,488,Inner+r=198+d=PN3EkH93K12+uid=CcfUmKj3bch1ZCdANpiPZo
521,521,[502],198.0,Inner+r=198+d=PN3EkH93K12+uid=y6cBpgs5J3rp3JaPUVPNt,502,Inner+r=198+d=PN3EkH93K12+uid=y6cBpgs5J3rp3JaPUVPNt
522,522,[489],198.0,Inner+r=198+d=PN3EkH93K12+uid=BMeMerT9JCBjQvIrriDOpK,489,Inner+r=198+d=PN3EkH93K12+uid=BMeMerT9JCBjQvIrriDOpK
531,531,[202],198.0,Inner+r=198+d=PGivZrB252V+uid=C6D_C36hdMTlEuK-omFOfn,202,Inner+r=198+d=PGivZrB252V+uid=C6D_C36hdMTlEuK-omFOfn
532,532,[202],198.0,Inner+r=198+d=JReGX-P54Rb+uid=s1xxK2EeockeMi1-RHqzj,202,Inner+r=198+d=JReGX-P54Rb+uid=s1xxK2EeockeMi1-RHqzj
539,539,[519],199.0,Inner+r=199+d=NvWOvrX3dGU+uid=CnRbpt6u7Rm7psrEroLS_v,519,Inner+r=199+d=NvWOvrX3dGU+uid=CnRbpt6u7Rm7psrEroLS_v
540,540,[519],199.0,Inner+r=199+d=OAnrc7jqNY3+uid=BlsYT3btPzC-dG6-vNfoCi,519,Inner+r=199+d=OAnrc7jqNY3+uid=BlsYT3btPzC-dG6-vNfoCi
541,541,[519],199.0,Inner+r=199+d=LOrw45qSaix+uid=CSSEGUrvQlnLsrksPIeGj6,519,Inner+r=199+d=LOrw45qSaix+uid=CSSEGUrvQlnLsrksPIeGj6
544,544,[521],199.0,Inner+r=199+d=Nvx2Wz5gJLH+uid=CZ0Candiorpexd8sf8rTiI,521,Inner+r=199+d=Nvx2Wz5gJLH+uid=CZ0Candiorpexd8sf8rTiI
556,556,[531],199.0,Inner+r=199+d=PehvAO8hw9M+uid=CSt1YwU9tDkcjiiWpTWL9G,531,Inner+r=199+d=PehvAO8hw9M+uid=CSt1YwU9tDkcjiiWpTWL9G
561,561,[484],199.0,Inner+r=199+d=PFbbKmf0UsF+uid=DztDUZj_aZcBsEsow9ZEt1,484,Inner+r=199+d=PFbbKmf0UsF+uid=DztDUZj_aZcBsEsow9ZEt1
563,563,[461],199.0,Inner+r=199+d=Ltyx0zVsUqU+uid=DQZcDnLA0KMP64n_8Epl45,461,Inner+r=199+d=Ltyx0zVsUqU+uid=DQZcDnLA0KMP64n_8Epl45
565,565,[518],199.0,Inner+r=199+d=Nsz1RoBhHpB+uid=BHuWO0OXmCh744kV8VphSG,518,Inner+r=199+d=Nsz1RoBhHpB+uid=BHuWO0OXmCh744kV8VphSG
567,567,[539],200.0,Inner+r=200+d=IZVtg9hHKZD+uid=4LyHkpXt3APjsLTRGdStc,539,Inner+r=200+d=IZVtg9hHKZD+uid=4LyHkpXt3APjsLTRGdStc
568,568,[539],200.0,Inner+r=200+d=KohmlkCtWQC+uid=BbYW5Ci53T1CsAtXD5PufM,539,Inner+r=200+d=KohmlkCtWQC+uid=BbYW5Ci53T1CsAtXD5PufM
569,569,[540],200.0,Inner+r=200+d=GjBUzR60Mhe+uid=BwKTgVU1HSwej7RrUqLVUf,540,Inner+r=200+d=GjBUzR60Mhe+uid=BwKTgVU1HSwej7RrUqLVUf
571,571,[541],200.0,Inner+r=200+d=MCa1iJBrUs7+uid=Dq9cAzpc2V5xzz0Xl-B1Dq,541,Inner+r=200+d=MCa1iJBrUs7+uid=Dq9cAzpc2V5xzz0Xl-B1Dq
574,574,[502],200.0,Inner+r=200+d=PsJiicg1H0u+uid=DB5kFalfLuVU-mlhFF8h6U,502,Inner+r=200+d=PsJiicg1H0u+uid=DB5kFalfLuVU-mlhFF8h6U
577,577,[521],200.0,Inner+r=200+d=J6ECjR-7cC+uid=CttVVWAOajBYa0bwFcAxUc,521,Inner+r=200+d=J6ECjR-7cC+uid=CttVVWAOajBYa0bwFcAxUc
578,578,[522],200.0,Inner+r=200+d=IYxb5u97FNO+uid=CzhtJcs4dCrSpJJvBfIh38,522,Inner+r=200+d=IYxb5u97FNO+uid=CzhtJcs4dCrSpJJvBfIh38
580,580,[489],200.0,Inner+r=200+d=LrTlUhogSDT+uid=qBP9nBQ3FjHFGmb2oJuXx,489,Inner+r=200+d=LrTlUhogSDT+uid=qBP9nBQ3FjHFGmb2oJuXx
582,582,[490],200.0,Inner+r=200+d=OTwTRHs9_Lg+uid=CHQs7SMJlE4vW1uTQBBrsF,490,Inner+r=200+d=OTwTRHs9_Lg+uid=CHQs7SMJlE4vW1uTQBBrsF
583,583,[490],200.0,Inner+r=200+d=H3wKoo4hhEZ+uid=DYh-Xv0zGRZG-NOseOe-O,490,Inner+r=200+d=H3wKoo4hhEZ+uid=DYh-Xv0zGRZG-NOseOe-O
584,584,[490],200.0,Inner+r=200+d=IZVtg9hHKZD+uid=DHYzCvojxLJyf1L6mhF1Ef,490,Inner+r=200+d=IZVtg9hHKZD+uid=DHYzCvojxLJyf1L6mhF1Ef
585,585,[471],200.0,Inner+r=200+d=KohmlkCtWQC+uid=CjEKhJt5dbKGTDcc-uf7oR,471,Inner+r=200+d=KohmlkCtWQC+uid=CjEKhJt5dbKGTDcc-uf7oR
