,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
193,193,[0],192.0,Inner+r=192+d=P8ULYrpNTZ2+uid=tdcJdAeoGOXxqR6c7yJlr,0,Inner+r=192+d=P8ULYrpNTZ2+uid=tdcJdAeoGOXxqR6c7yJlr
197,197,[193],194.0,Inner+r=194+d=P_FssRhN69j+uid=DuG4zEcDWKJ-uhqdOmGlnj,193,Inner+r=194+d=P_FssRhN69j+uid=DuG4zEcDWKJ-uhqdOmGlnj
198,198,[193],194.0,Inner+r=194+d=P_FssRhN69j+uid=BMeMerT9JCBjQvIrriDOpK,193,Inner+r=194+d=P_FssRhN69j+uid=BMeMerT9JCBjQvIrriDOpK
200,200,[197],195.0,Inner+r=195+d=P7HM-EHItXb+uid=5yXqxuz54D6OcxLKvv1MQ,197,Inner+r=195+d=P7HM-EHItXb+uid=5yXqxuz54D6OcxLKvv1MQ
203,203,[198],195.0,Inner+r=195+d=Px_pL8NLK9W+uid=CNZLOt2Vd7a0ywXsGxS2nc,198,Inner+r=195+d=Px_pL8NLK9W+uid=CNZLOt2Vd7a0ywXsGxS2nc
204,204,[198],195.0,Inner+r=195+d=P5Vn1MrwT4z+uid=pYGWY8jVit7XSje6B1Xkw,198,Inner+r=195+d=P5Vn1MrwT4z+uid=pYGWY8jVit7XSje6B1Xkw
206,206,[200],196.0,Inner+r=196+d=O_Woh2jBUd8+uid=Cv2-nSfr0OBVAfxvQ9Bh95,200,Inner+r=196+d=O_Woh2jBUd8+uid=Cv2-nSfr0OBVAfxvQ9Bh95
211,211,[203],196.0,Inner+r=196+d=O_Woh2jBUd8+uid=CzhtJcs4dCrSpJJvBfIh38,203,Inner+r=196+d=O_Woh2jBUd8+uid=CzhtJcs4dCrSpJJvBfIh38
212,212,[203],196.0,Inner+r=196+d=PkABjkWCm3U+uid=B-ugNSDViaWMhCwZrB--lM,203,Inner+r=196+d=PkABjkWCm3U+uid=B-ugNSDViaWMhCwZrB--lM
213,213,[203],196.0,Inner+r=196+d=O-2ZsoRQY7-+uid=H4w8RBWKHSJQ-wlpwU26b,203,Inner+r=196+d=O-2ZsoRQY7-+uid=H4w8RBWKHSJQ-wlpwU26b
214,214,[203],196.0,Inner+r=196+d=NpQGh9ZuVtY+uid=DHYzCvojxLJyf1L6mhF1Ef,203,Inner+r=196+d=NpQGh9ZuVtY+uid=DHYzCvojxLJyf1L6mhF1Ef
215,215,[203],196.0,Inner+r=196+d=OfYeEHCcyJ9+uid=B2SkTjJu4OrE29PcmLU8Fr,203,Inner+r=196+d=OfYeEHCcyJ9+uid=B2SkTjJu4OrE29PcmLU8Fr
216,216,[204],196.0,Inner+r=196+d=O_Woh2jBUd8+uid=CizxefZuR5JxfSWa2wwSxg,204,Inner+r=196+d=O_Woh2jBUd8+uid=CizxefZuR5JxfSWa2wwSxg
217,217,[204],196.0,Inner+r=196+d=Onw2kdmE8Ym+uid=Mu-qwvJoODI7CNhWC8udw,204,Inner+r=196+d=Onw2kdmE8Ym+uid=Mu-qwvJoODI7CNhWC8udw
224,224,[197],197.0,Inner+r=197+d=OpN5g4NetAr+uid=CmPgwy-TiXsLlswnrC1TL6,197,Inner+r=197+d=OpN5g4NetAr+uid=CmPgwy-TiXsLlswnrC1TL6
225,225,[197],197.0,Inner+r=197+d=OpN5g4NetAr+uid=yJXjr6zkdBkmG86aUi4Kx,197,Inner+r=197+d=OpN5g4NetAr+uid=yJXjr6zkdBkmG86aUi4Kx
226,226,[211],197.0,Inner+r=197+d=NIWb3UIYaGs+uid=VwM3VmDZATHb7tu28heXe,211,Inner+r=197+d=NIWb3UIYaGs+uid=VwM3VmDZATHb7tu28heXe
