,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
192,192,[0],191.0,Inner+r=191+d=P2laCUeidpj+uid=W2OgOnMkw0ywTnBlmrVH9,0,Inner+r=191+d=P2laCUeidpj+uid=W2OgOnMkw0ywTnBlmrVH9
193,193,[192],192.0,Inner+r=192+d=PWYwsk3br98+uid=tdcJdAeoGOXxqR6c7yJlr,192,Inner+r=192+d=PWYwsk3br98+uid=tdcJdAeoGOXxqR6c7yJlr
194,194,[192],192.0,Inner+r=192+d=OsnmEvln2Ys+uid=BtP61MQCcFRifhJaQtIGra,192,Inner+r=192+d=OsnmEvln2Ys+uid=BtP61MQCcFRifhJaQtIGra
195,195,[193],193.0,Inner+r=193+d=PlIZHYCRWrx+uid=Dknfa7gDr1BlE2v2KHWP9N,193,Inner+r=193+d=PlIZHYCRWrx+uid=Dknfa7gDr1BlE2v2KHWP9N
199,199,[195],194.0,Inner+r=194+d=PznIKWAtgUM+uid=DuG4zEcDWKJ-uhqdOmGlnj,195,Inner+r=194+d=PznIKWAtgUM+uid=DuG4zEcDWKJ-uhqdOmGlnj
200,200,[195],194.0,Inner+r=194+d=Pu_xmZRPUNi+uid=BeYnnb4J7dWqUxn0eC_jpK,195,Inner+r=194+d=Pu_xmZRPUNi+uid=BeYnnb4J7dWqUxn0eC_jpK
203,203,[194],194.0,Inner+r=194+d=PznIKWAtgUM+uid=B-ugNSDViaWMhCwZrB--lM,194,Inner+r=194+d=PznIKWAtgUM+uid=B-ugNSDViaWMhCwZrB--lM
205,205,[199],195.0,Inner+r=195+d=PmrUW_lfAeW+uid=5yXqxuz54D6OcxLKvv1MQ,199,Inner+r=195+d=PmrUW_lfAeW+uid=5yXqxuz54D6OcxLKvv1MQ
208,208,[200],195.0,Inner+r=195+d=PmrUW_lfAeW+uid=DK3_kYxBpm2YL6TXoo0uCO,200,Inner+r=195+d=PmrUW_lfAeW+uid=DK3_kYxBpm2YL6TXoo0uCO
209,209,[200],195.0,Inner+r=195+d=N_z-cZ4zGaI+uid=Syy8_xHrdyS2bTyLYpQY2,200,Inner+r=195+d=N_z-cZ4zGaI+uid=Syy8_xHrdyS2bTyLYpQY2
212,212,[203],195.0,Inner+r=195+d=PmrUW_lfAeW+uid=CjEKhJt5dbKGTDcc-uf7oR,203,Inner+r=195+d=PmrUW_lfAeW+uid=CjEKhJt5dbKGTDcc-uf7oR
215,215,[205],196.0,Inner+r=196+d=P0sejCh6stu+uid=Cv2-nSfr0OBVAfxvQ9Bh95,205,Inner+r=196+d=P0sejCh6stu+uid=Cv2-nSfr0OBVAfxvQ9Bh95
216,216,[205],196.0,Inner+r=196+d=OuRwtbjhs3Y+uid=D3gEfP14jHzJ3tVP3GmAbq,205,Inner+r=196+d=OuRwtbjhs3Y+uid=D3gEfP14jHzJ3tVP3GmAbq
222,222,[208],196.0,Inner+r=196+d=OuRwtbjhs3Y+uid=BMeMerT9JCBjQvIrriDOpK,208,Inner+r=196+d=OuRwtbjhs3Y+uid=BMeMerT9JCBjQvIrriDOpK
223,223,[208],196.0,Inner+r=196+d=PjDOY4u1mev+uid=DHSV35I3yVQCmb8i2GzsEz,208,Inner+r=196+d=PjDOY4u1mev+uid=DHSV35I3yVQCmb8i2GzsEz
224,224,[208],196.0,Inner+r=196+d=P0sejCh6stu+uid=B6-2Ri24rgIQFWlXDMJTS0,208,Inner+r=196+d=P0sejCh6stu+uid=B6-2Ri24rgIQFWlXDMJTS0
237,237,[216],197.0,Inner+r=197+d=PMmzeF_lPkP+uid=BfrJcagBhYRBM_Owoi99ND,216,Inner+r=197+d=PMmzeF_lPkP+uid=BfrJcagBhYRBM_Owoi99ND
238,238,[216],197.0,Inner+r=197+d=PvY0qYzomkC+uid=Dv_nbgaLHzyYRUYCbVp-su,216,Inner+r=197+d=PvY0qYzomkC+uid=Dv_nbgaLHzyYRUYCbVp-su
246,246,[222],197.0,Inner+r=197+d=P_-WdBsHScG+uid=CNZLOt2Vd7a0ywXsGxS2nc,222,Inner+r=197+d=P_-WdBsHScG+uid=CNZLOt2Vd7a0ywXsGxS2nc
257,257,[212],197.0,Inner+r=197+d=P_-WdBsHScG+uid=D-iyt5utp5R4tSMO0qMDY7,212,Inner+r=197+d=P_-WdBsHScG+uid=D-iyt5utp5R4tSMO0qMDY7
261,261,[215],198.0,Inner+r=198+d=Pp4PCJ6iu7b+uid=CcfUmKj3bch1ZCdANpiPZo,215,Inner+r=198+d=Pp4PCJ6iu7b+uid=CcfUmKj3bch1ZCdANpiPZo
276,276,[246],198.0,Inner+r=198+d=OmN6CwkX72j+uid=CzhtJcs4dCrSpJJvBfIh38,246,Inner+r=198+d=OmN6CwkX72j+uid=CzhtJcs4dCrSpJJvBfIh38
288,288,[257],198.0,Inner+r=198+d=PPkthMD1sYA+uid=XJJJf-zFNoIYwQ9cKa-Js,257,Inner+r=198+d=PPkthMD1sYA+uid=XJJJf-zFNoIYwQ9cKa-Js
316,316,[223],199.0,Inner+r=199+d=PwJXGAiMx5h+uid=CMCXhrdmtePEicuv_R9Vmv,223,Inner+r=199+d=PwJXGAiMx5h+uid=CMCXhrdmtePEicuv_R9Vmv
329,329,[261],200.0,Inner+r=200+d=G6zz1bV94Da+uid=4LyHkpXt3APjsLTRGdStc,261,Inner+r=200+d=G6zz1bV94Da+uid=4LyHkpXt3APjsLTRGdStc
330,330,[261],200.0,Inner+r=200+d=HhMISGknZTR+uid=BGSoKW1n6Oz6m1dtdXqlrh,261,Inner+r=200+d=HhMISGknZTR+uid=BGSoKW1n6Oz6m1dtdXqlrh
332,332,[215],200.0,Inner+r=200+d=NyIrSDirNwt+uid=pYGWY8jVit7XSje6B1Xkw,215,Inner+r=200+d=NyIrSDirNwt+uid=pYGWY8jVit7XSje6B1Xkw
333,333,[215],200.0,Inner+r=200+d=NyIrSDirNwt+uid=BAAI4mFyLrvkUeB-qGRkIs,215,Inner+r=200+d=NyIrSDirNwt+uid=BAAI4mFyLrvkUeB-qGRkIs
334,334,[216],200.0,Inner+r=200+d=NyIrSDirNwt+uid=BlsYT3btPzC-dG6-vNfoCi,216,Inner+r=200+d=NyIrSDirNwt+uid=BlsYT3btPzC-dG6-vNfoCi
336,336,[237],200.0,Inner+r=200+d=Jzy1fc9uC3X+uid=Cm844-dn_pUxRbUjghRktt,237,Inner+r=200+d=Jzy1fc9uC3X+uid=Cm844-dn_pUxRbUjghRktt
337,337,[238],200.0,Inner+r=200+d=HEMtRzEcemy+uid=yhkI4h-y-hqs5IDSeuod1,238,Inner+r=200+d=HEMtRzEcemy+uid=yhkI4h-y-hqs5IDSeuod1
339,339,[216],200.0,Inner+r=200+d=OBpqJWfyk1i+uid=Ctg8P72xmgux38oQzOkkTL,216,Inner+r=200+d=OBpqJWfyk1i+uid=Ctg8P72xmgux38oQzOkkTL
340,340,[216],200.0,Inner+r=200+d=DamE3SKq_1k+uid=hNY7mGszUB3sszheVijhV,216,Inner+r=200+d=DamE3SKq_1k+uid=hNY7mGszUB3sszheVijhV
341,341,[205],200.0,Inner+r=200+d=POX0sk31wxI+uid=CPMySDv-REDmD8R_o_ixuq,205,Inner+r=200+d=POX0sk31wxI+uid=CPMySDv-REDmD8R_o_ixuq
344,344,[199],200.0,Inner+r=200+d=LuBs4YRM5vy+uid=ByRwrdrvuirtUVNmRAOdFC,199,Inner+r=200+d=LuBs4YRM5vy+uid=ByRwrdrvuirtUVNmRAOdFC
346,346,[276],200.0,Inner+r=200+d=KWQnHIffgcN+uid=CbKbVL5YfdIR-M6XrbNPqN,276,Inner+r=200+d=KWQnHIffgcN+uid=CbKbVL5YfdIR-M6XrbNPqN
347,347,[276],200.0,Inner+r=200+d=KWQnHIffgcN+uid=DpkBJDF1oRY6MaexkNhQnb,276,Inner+r=200+d=KWQnHIffgcN+uid=DpkBJDF1oRY6MaexkNhQnb
349,349,[222],200.0,Inner+r=200+d=Jzy1fc9uC3X+uid=B-lPWrCOL6067stUQ3cFTP,222,Inner+r=200+d=Jzy1fc9uC3X+uid=B-lPWrCOL6067stUQ3cFTP
352,352,[316],200.0,Inner+r=200+d=M9PI0zXfAqI+uid=BzomiQNj-JwmO8ZgGUdnj1,316,Inner+r=200+d=M9PI0zXfAqI+uid=BzomiQNj-JwmO8ZgGUdnj1
354,354,[224],200.0,Inner+r=200+d=OU7fV6mZaDE+uid=DLMg24JvteVqVjKhXCMQXZ,224,Inner+r=200+d=OU7fV6mZaDE+uid=DLMg24JvteVqVjKhXCMQXZ
355,355,[224],200.0,Inner+r=200+d=LsMDgl0V8oF+uid=YuKAI-fWXcS11yENAZ5e2,224,Inner+r=200+d=LsMDgl0V8oF+uid=YuKAI-fWXcS11yENAZ5e2
356,356,[209],200.0,Inner+r=200+d=LBU-J8aGf4x+uid=rbFdjfAsD7kJk0VnVPd5e,209,Inner+r=200+d=LBU-J8aGf4x+uid=rbFdjfAsD7kJk0VnVPd5e
357,357,[209],200.0,Inner+r=200+d=NSQW6Faf3lK+uid=C3TzQQVGOFLZxDRyPd4TjY,209,Inner+r=200+d=NSQW6Faf3lK+uid=C3TzQQVGOFLZxDRyPd4TjY
359,359,[193],200.0,Inner+r=200+d=HhMISGknZTR+uid=l7yEUum5zbO7UsfDpw97u,193,Inner+r=200+d=HhMISGknZTR+uid=l7yEUum5zbO7UsfDpw97u
360,360,[288],200.0,Inner+r=200+d=JgxghtPkRC9+uid=Vbqt56bFh9Lyl-HtEfJmd,288,Inner+r=200+d=JgxghtPkRC9+uid=Vbqt56bFh9Lyl-HtEfJmd
