,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
100,100,[0],99.0,Inner+r=99+d=P3KrNbmQPwa+uid=Bm_sCG3yKWUJy0caVTSdpI,0,Inner+r=99+d=P3KrNbmQPwa+uid=Bm_sCG3yKWUJy0caVTSdpI
198,198,[100],148.0,Inner+r=148+d=O5JoyAFBOtT+uid=CcVGSWvkfMekRgVr-2qvrl,100,Inner+r=148+d=O5JoyAFBOtT+uid=CcVGSWvkfMekRgVr-2qvrl
200,200,[198],149.0,Inner+r=149+d=O2OZwB5qeZP+uid=SgTfqwJC8hPjsriS4mwL5,198,Inner+r=149+d=O2OZwB5qeZP+uid=SgTfqwJC8hPjsriS4mwL5
201,201,[198],149.0,Inner+r=149+d=OzscbdcrcKH+uid=DOtS_DtdTORXyWmSDY_kM4,198,Inner+r=149+d=OzscbdcrcKH+uid=DOtS_DtdTORXyWmSDY_kM4
203,203,[200],150.0,Inner+r=150+d=K5OWKIlfLyB+uid=YuKAI-fWXcS11yENAZ5e2,200,Inner+r=150+d=K5OWKIlfLyB+uid=YuKAI-fWXcS11yENAZ5e2
459,459,[100],193.0,Inner+r=193+d=Pug0u5HLGYt+uid=Dknfa7gDr1BlE2v2KHWP9N,100,Inner+r=193+d=Pug0u5HLGYt+uid=Dknfa7gDr1BlE2v2KHWP9N
465,465,[459],194.0,Inner+r=194+d=PaoHEtHEDkA+uid=DuG4zEcDWKJ-uhqdOmGlnj,459,Inner+r=194+d=PaoHEtHEDkA+uid=DuG4zEcDWKJ-uhqdOmGlnj
466,466,[459],194.0,Inner+r=194+d=O30sYVvKCqp+uid=D-iyt5utp5R4tSMO0qMDY7,459,Inner+r=194+d=O30sYVvKCqp+uid=D-iyt5utp5R4tSMO0qMDY7
472,472,[465],195.0,Inner+r=195+d=OBpmgNv5yjQ+uid=5yXqxuz54D6OcxLKvv1MQ,465,Inner+r=195+d=OBpmgNv5yjQ+uid=5yXqxuz54D6OcxLKvv1MQ
