,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
191,191,[0],190.0,Inner+r=190+d=P44mOZldFbU+uid=CQZwTDZdYLbkbj25XUNQso,0,Inner+r=190+d=P44mOZldFbU+uid=CQZwTDZdYLbkbj25XUNQso
192,192,[191],191.0,Inner+r=191+d=PqM7X7tVEKi+uid=W2OgOnMkw0ywTnBlmrVH9,191,Inner+r=191+d=PqM7X7tVEKi+uid=W2OgOnMkw0ywTnBlmrVH9
195,195,[192],192.0,Inner+r=192+d=Pnbd8HxjHhA+uid=BtP61MQCcFRifhJaQtIGra,192,Inner+r=192+d=Pnbd8HxjHhA+uid=BtP61MQCcFRifhJaQtIGra
201,201,[192],194.0,Inner+r=194+d=PmDSUBN3853+uid=DuG4zEcDWKJ-uhqdOmGlnj,192,Inner+r=194+d=PmDSUBN3853+uid=DuG4zEcDWKJ-uhqdOmGlnj
202,202,[195],194.0,Inner+r=194+d=PmDSUBN3853+uid=B-ugNSDViaWMhCwZrB--lM,195,Inner+r=194+d=PmDSUBN3853+uid=B-ugNSDViaWMhCwZrB--lM
206,206,[201],195.0,Inner+r=195+d=PllJBRvXG0Z+uid=C8Lp_1py9mAEwAFQgrJlRC,201,Inner+r=195+d=PllJBRvXG0Z+uid=C8Lp_1py9mAEwAFQgrJlRC
207,207,[202],195.0,Inner+r=195+d=PlpoC9ePikT+uid=CjEKhJt5dbKGTDcc-uf7oR,202,Inner+r=195+d=PlpoC9ePikT+uid=CjEKhJt5dbKGTDcc-uf7oR
208,208,[202],195.0,Inner+r=195+d=PllJBRvXG0Z+uid=BHFYp-S6RImKkXKgUeOyXl,202,Inner+r=195+d=PllJBRvXG0Z+uid=BHFYp-S6RImKkXKgUeOyXl
211,211,[201],196.0,Inner+r=196+d=O-a1swrGD0A+uid=Cv2-nSfr0OBVAfxvQ9Bh95,201,Inner+r=196+d=O-a1swrGD0A+uid=Cv2-nSfr0OBVAfxvQ9Bh95
213,213,[206],196.0,Inner+r=196+d=LQVNIhWzp71+uid=-1DqzPjtCkKK3OmakQB2r,206,Inner+r=196+d=LQVNIhWzp71+uid=-1DqzPjtCkKK3OmakQB2r
215,215,[207],196.0,Inner+r=196+d=O-a1swrGD0A+uid=DYcGT8g9qyZWJMS2JZFVD_,207,Inner+r=196+d=O-a1swrGD0A+uid=DYcGT8g9qyZWJMS2JZFVD_
216,216,[207],196.0,Inner+r=196+d=PL5NjxL45PU+uid=BFL6yayFAyCmW2mezv5vZ1,207,Inner+r=196+d=PL5NjxL45PU+uid=BFL6yayFAyCmW2mezv5vZ1
217,217,[208],196.0,Inner+r=196+d=LQVNIhWzp71+uid=CPMySDv-REDmD8R_o_ixuq,208,Inner+r=196+d=LQVNIhWzp71+uid=CPMySDv-REDmD8R_o_ixuq
221,221,[191],196.0,Inner+r=196+d=O-a1swrGD0A+uid=COkD_ZNDO2DGHkBqZgp6e3,191,Inner+r=196+d=O-a1swrGD0A+uid=COkD_ZNDO2DGHkBqZgp6e3
222,222,[211],197.0,Inner+r=197+d=PuJy3IB-DYQ+uid=C2fRU9OZ2rPPTfyaV6lGYC,211,Inner+r=197+d=PuJy3IB-DYQ+uid=C2fRU9OZ2rPPTfyaV6lGYC
223,223,[211],197.0,Inner+r=197+d=Pe9j6Fawyco+uid=CNZLOt2Vd7a0ywXsGxS2nc,211,Inner+r=197+d=Pe9j6Fawyco+uid=CNZLOt2Vd7a0ywXsGxS2nc
226,226,[213],197.0,Inner+r=197+d=PuJy3IB-DYQ+uid=DJuAVv72cJ6ZaCQO8PaDmF,213,Inner+r=197+d=PuJy3IB-DYQ+uid=DJuAVv72cJ6ZaCQO8PaDmF
232,232,[216],197.0,Inner+r=197+d=Pe9j6Fawyco+uid=Syy8_xHrdyS2bTyLYpQY2,216,Inner+r=197+d=Pe9j6Fawyco+uid=Syy8_xHrdyS2bTyLYpQY2
236,236,[217],197.0,Inner+r=197+d=Pe9j6Fawyco+uid=CshZ-P9waoMkvhskiLl-9F,217,Inner+r=197+d=Pe9j6Fawyco+uid=CshZ-P9waoMkvhskiLl-9F
242,242,[222],198.0,Inner+r=198+d=NyiC5iN3N_b+uid=CcfUmKj3bch1ZCdANpiPZo,222,Inner+r=198+d=NyiC5iN3N_b+uid=CcfUmKj3bch1ZCdANpiPZo
244,244,[222],198.0,Inner+r=198+d=PNZv1VxBIkd+uid=D0j-fTGZfo8-25JNh-C2cj,222,Inner+r=198+d=PNZv1VxBIkd+uid=D0j-fTGZfo8-25JNh-C2cj
251,251,[226],198.0,Inner+r=198+d=PNZv1VxBIkd+uid=O473LYl1N0twU-CcIwOSi,226,Inner+r=198+d=PNZv1VxBIkd+uid=O473LYl1N0twU-CcIwOSi
258,258,[232],198.0,Inner+r=198+d=PNZv1VxBIkd+uid=DHSV35I3yVQCmb8i2GzsEz,232,Inner+r=198+d=PNZv1VxBIkd+uid=DHSV35I3yVQCmb8i2GzsEz
259,259,[216],198.0,Inner+r=198+d=OFl1cjFNKBW+uid=DeUYND5j6j1toNvHgH0Rtr,216,Inner+r=198+d=OFl1cjFNKBW+uid=DeUYND5j6j1toNvHgH0Rtr
262,262,[236],198.0,Inner+r=198+d=PJP4D4Au-hL+uid=CmPgwy-TiXsLlswnrC1TL6,236,Inner+r=198+d=PJP4D4Au-hL+uid=CmPgwy-TiXsLlswnrC1TL6
264,264,[208],198.0,Inner+r=198+d=PNZv1VxBIkd+uid=RjMQ-ROG4VlV9cozi0o2o,208,Inner+r=198+d=PNZv1VxBIkd+uid=RjMQ-ROG4VlV9cozi0o2o
269,269,[242],199.0,Inner+r=199+d=N9xjFbo5qQo+uid=CnRbpt6u7Rm7psrEroLS_v,242,Inner+r=199+d=N9xjFbo5qQo+uid=CnRbpt6u7Rm7psrEroLS_v
