,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
160,160,[0],159.0,Inner+r=159+d=P7ksgVyi1nB+uid=DO6lkLBTc7djhcGzM-vr4-,0,Inner+r=159+d=P7ksgVyi1nB+uid=DO6lkLBTc7djhcGzM-vr4-
178,178,[160],168.0,Inner+r=168+d=P2H5QrYK-Fz+uid=B861-06Kyr_59VxfwgVyrr,160,Inner+r=168+d=P2H5QrYK-Fz+uid=B861-06Kyr_59VxfwgVyrr
197,197,[160],175.0,Inner+r=175+d=PX1twKlWMZe+uid=CNjjsT6Ds6sawVMHbNyYZm,160,Inner+r=175+d=PX1twKlWMZe+uid=CNjjsT6Ds6sawVMHbNyYZm
198,198,[178],175.0,Inner+r=175+d=Pmgexo_N7WL+uid=-A2MzmwpoF_kchf2gpZUY,178,Inner+r=175+d=Pmgexo_N7WL+uid=-A2MzmwpoF_kchf2gpZUY
249,249,[178],185.0,Inner+r=185+d=Pq1t96aE6L1+uid=BdOfG46bLQanRCqMx6zXpF,178,Inner+r=185+d=Pq1t96aE6L1+uid=BdOfG46bLQanRCqMx6zXpF
273,273,[249],189.0,Inner+r=189+d=PQiSpOQMJiW+uid=DaLWWCv9ZOf6LGMTNfZODS,249,Inner+r=189+d=PQiSpOQMJiW+uid=DaLWWCv9ZOf6LGMTNfZODS
276,276,[198],190.0,Inner+r=190+d=PuaXAYeBaFN+uid=Bv6lHKT64s9c4z3XCSlH2U,198,Inner+r=190+d=PuaXAYeBaFN+uid=Bv6lHKT64s9c4z3XCSlH2U
278,278,[249],190.0,Inner+r=190+d=P3buChAlVye+uid=BAfbuU_hRRcdpkuHCTWsjZ,249,Inner+r=190+d=P3buChAlVye+uid=BAfbuU_hRRcdpkuHCTWsjZ
287,287,[278],191.0,Inner+r=191+d=NvuMZ1xnrkR+uid=DXPs1j0GRs-RKcA7C5zz3e,278,Inner+r=191+d=NvuMZ1xnrkR+uid=DXPs1j0GRs-RKcA7C5zz3e
312,312,[276],194.0,Inner+r=194+d=OjL1akjd-8G+uid=BW4KJGZj9CO4oPQoNOB1HX,276,Inner+r=194+d=OjL1akjd-8G+uid=BW4KJGZj9CO4oPQoNOB1HX
316,316,[287],194.0,Inner+r=194+d=PqAV5bYSF_y+uid=DgRj-fg6gaTmF2o8rFNILs,287,Inner+r=194+d=PqAV5bYSF_y+uid=DgRj-fg6gaTmF2o8rFNILs
318,318,[273],194.0,Inner+r=194+d=PXfWtrU5nhj+uid=gitn_255Jvl4l6KBCnqIf,273,Inner+r=194+d=PXfWtrU5nhj+uid=gitn_255Jvl4l6KBCnqIf
319,319,[273],194.0,Inner+r=194+d=PXfWtrU5nhj+uid=BYzQkbqEOoI7qyQZP9LPGj,273,Inner+r=194+d=PXfWtrU5nhj+uid=BYzQkbqEOoI7qyQZP9LPGj
323,323,[312],195.0,Inner+r=195+d=M2Xm3WG-map+uid=B_6dogBxJLLzCrHC4XTj9L,312,Inner+r=195+d=M2Xm3WG-map+uid=B_6dogBxJLLzCrHC4XTj9L
