,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
100,100,[0],99.0,Inner+r=99+d=P6gYflJp-54+uid=Bm_sCG3yKWUJy0caVTSdpI,0,Inner+r=99+d=P6gYflJp-54+uid=Bm_sCG3yKWUJy0caVTSdpI
192,192,[100],145.0,Inner+r=145+d=OOJmlcg3i7q+uid=yJXjr6zkdBkmG86aUi4Kx,100,Inner+r=145+d=OOJmlcg3i7q+uid=yJXjr6zkdBkmG86aUi4Kx
197,197,[192],147.0,Inner+r=147+d=PUXQcu-zcEE+uid=DLMg24JvteVqVjKhXCMQXZ,192,Inner+r=147+d=PUXQcu-zcEE+uid=DLMg24JvteVqVjKhXCMQXZ
200,200,[197],148.0,Inner+r=148+d=O0cAgaYBfyn+uid=BjJD5TA-LnxAfMBCTp5u18,197,Inner+r=148+d=O0cAgaYBfyn+uid=BjJD5TA-LnxAfMBCTp5u18
204,204,[200],149.0,Inner+r=149+d=OF0NpD5z9p6+uid=CK5jqxqjERVuBVrxwlKmbY,200,Inner+r=149+d=OF0NpD5z9p6+uid=CK5jqxqjERVuBVrxwlKmbY
472,472,[100],194.0,Inner+r=194+d=PFMqFMt5_16+uid=DuG4zEcDWKJ-uhqdOmGlnj,100,Inner+r=194+d=PFMqFMt5_16+uid=DuG4zEcDWKJ-uhqdOmGlnj
479,479,[472],195.0,Inner+r=195+d=PkidLWSyrGw+uid=BeYnnb4J7dWqUxn0eC_jpK,472,Inner+r=195+d=PkidLWSyrGw+uid=BeYnnb4J7dWqUxn0eC_jpK
484,484,[200],195.0,Inner+r=195+d=OwB1fz2fVLY+uid=YNxxnj1m0gRb1nkhjEZna,200,Inner+r=195+d=OwB1fz2fVLY+uid=YNxxnj1m0gRb1nkhjEZna
488,488,[479],196.0,Inner+r=196+d=PGKzQenx5Fc+uid=DK3_kYxBpm2YL6TXoo0uCO,479,Inner+r=196+d=PGKzQenx5Fc+uid=DK3_kYxBpm2YL6TXoo0uCO
496,496,[197],196.0,Inner+r=196+d=OGPbfCutt2f+uid=BOSLcgsgc7OXrq6S5HoGbj,197,Inner+r=196+d=OGPbfCutt2f+uid=BOSLcgsgc7OXrq6S5HoGbj
498,498,[472],197.0,Inner+r=197+d=OT0j576aFen+uid=C2fRU9OZ2rPPTfyaV6lGYC,472,Inner+r=197+d=OT0j576aFen+uid=C2fRU9OZ2rPPTfyaV6lGYC
499,499,[488],197.0,Inner+r=197+d=OT0j576aFen+uid=BMeMerT9JCBjQvIrriDOpK,488,Inner+r=197+d=OT0j576aFen+uid=BMeMerT9JCBjQvIrriDOpK
501,501,[488],197.0,Inner+r=197+d=N0VIbJootnw+uid=CPMySDv-REDmD8R_o_ixuq,488,Inner+r=197+d=N0VIbJootnw+uid=CPMySDv-REDmD8R_o_ixuq
