,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
152,152,[0],151.0,Inner+r=151+d=P55TqigbXk2+uid=XKkAScqm4pMDXZWD7vpOB,0,Inner+r=151+d=P55TqigbXk2+uid=XKkAScqm4pMDXZWD7vpOB
163,163,[152],157.0,Inner+r=157+d=PqJ0Yyun36u+uid=CchCtqi1JbTxnXtANVlt_e,152,Inner+r=157+d=PqJ0Yyun36u+uid=CchCtqi1JbTxnXtANVlt_e
183,183,[163],164.0,Inner+r=164+d=PzN6uv90BsU+uid=Db7vd63NaQKXgFh_B-RlsZ,163,Inner+r=164+d=PzN6uv90BsU+uid=Db7vd63NaQKXgFh_B-RlsZ
184,184,[163],164.0,Inner+r=164+d=PzN6uv90BsU+uid=CbKbVL5YfdIR-M6XrbNPqN,163,Inner+r=164+d=PzN6uv90BsU+uid=CbKbVL5YfdIR-M6XrbNPqN
185,185,[152],164.0,Inner+r=164+d=PvcSo-oCxpQ+uid=BACDmpJfqX3QdxSKUq9MeC,152,Inner+r=164+d=PvcSo-oCxpQ+uid=BACDmpJfqX3QdxSKUq9MeC
212,212,[184],169.0,Inner+r=169+d=PyZECkLb4DX+uid=CjEKhJt5dbKGTDcc-uf7oR,184,Inner+r=169+d=PyZECkLb4DX+uid=CjEKhJt5dbKGTDcc-uf7oR
234,234,[184],172.0,Inner+r=172+d=P4Y4zs9SX1I+uid=BbPjYbp6UO5ff2cB3otDf-,184,Inner+r=172+d=P4Y4zs9SX1I+uid=BbPjYbp6UO5ff2cB3otDf-
235,235,[185],172.0,Inner+r=172+d=P4Y4zs9SX1I+uid=DLUX5qEqPFS9rrIqUUGF0G,185,Inner+r=172+d=P4Y4zs9SX1I+uid=DLUX5qEqPFS9rrIqUUGF0G
336,336,[183],184.0,Inner+r=184+d=PK-12up6sG3+uid=r6JP0VrMFdNYXKt9lTUea,183,Inner+r=184+d=PK-12up6sG3+uid=r6JP0VrMFdNYXKt9lTUea
