,id,ancestor_list,origin_time,taxon_label,ancestor_id,name
0,0,[none],0.0,Root,0,Root
99,99,[0],98.0,Inner+r=98+d=Pt5cSSsCowP+uid=EZzt1f_LjQYENLjBLy2si,0,Inner+r=98+d=Pt5cSSsCowP+uid=EZzt1f_LjQYENLjBLy2si
197,197,[99],147.0,Inner+r=147+d=O6BfGKm8neo+uid=sNUobsVCnjZz9cX0eOaVM,99,Inner+r=147+d=O6BfGKm8neo+uid=sNUobsVCnjZz9cX0eOaVM
202,202,[197],149.0,Inner+r=149+d=Pdy6s7iMzD5+uid=DAKCPsYL2tznMnATN-udHI,197,Inner+r=149+d=Pdy6s7iMzD5+uid=DAKCPsYL2tznMnATN-udHI
207,207,[197],150.0,Inner+r=150+d=P17fATpNwsQ+uid=CFJXHUv56ZXL-tMmFTRh6z,197,Inner+r=150+d=P17fATpNwsQ+uid=CFJXHUv56ZXL-tMmFTRh6z
466,466,[99],194.0,Inner+r=194+d=Pnq5Q9oT7RQ+uid=DuG4zEcDWKJ-uhqdOmGlnj,99,Inner+r=194+d=Pnq5Q9oT7RQ+uid=DuG4zEcDWKJ-uhqdOmGlnj
468,468,[202],194.0,Inner+r=194+d=PO5xrCBYXaD+uid=RruKXX5w7W76yzKkaj5c-,202,Inner+r=194+d=PO5xrCBYXaD+uid=RruKXX5w7W76yzKkaj5c-
481,481,[466],196.0,Inner+r=196+d=OycasnU4KeM+uid=DK3_kYxBpm2YL6TXoo0uCO,466,Inner+r=196+d=OycasnU4KeM+uid=DK3_kYxBpm2YL6TXoo0uCO
486,486,[207],196.0,Inner+r=196+d=PTP9OkJo7eH+uid=BYzQkbqEOoI7qyQZP9LPGj,207,Inner+r=196+d=PTP9OkJo7eH+uid=BYzQkbqEOoI7qyQZP9LPGj
487,487,[207],196.0,Inner+r=196+d=MLoZfNwEdx8+uid=CyDM2wiajKfjp2O_Dpo3iN,207,Inner+r=196+d=MLoZfNwEdx8+uid=CyDM2wiajKfjp2O_Dpo3iN
489,489,[481],197.0,Inner+r=197+d=OoTiMy8s_k6+uid=BMeMerT9JCBjQvIrriDOpK,481,Inner+r=197+d=OoTiMy8s_k6+uid=BMeMerT9JCBjQvIrriDOpK
490,490,[481],197.0,Inner+r=197+d=NPk2LLiMGIe+uid=CjEKhJt5dbKGTDcc-uf7oR,481,Inner+r=197+d=NPk2LLiMGIe+uid=CjEKhJt5dbKGTDcc-uf7oR
491,491,[481],197.0,Inner+r=197+d=LF0FViNKZ_m+uid=Da5yCyzwP9Idx6S-7KhOvK,481,Inner+r=197+d=LF0FViNKZ_m+uid=Da5yCyzwP9Idx6S-7KhOvK
493,493,[468],197.0,Inner+r=197+d=OvbyCv_jeJm+uid=CUsM2Yr0E9nYHiAhu5ITa5,468,Inner+r=197+d=OvbyCv_jeJm+uid=CUsM2Yr0E9nYHiAhu5ITa5
498,498,[487],197.0,Inner+r=197+d=PJKFX2OPOoA+uid=CLS64EAVzqNv3cytpkCvhs,487,Inner+r=197+d=PJKFX2OPOoA+uid=CLS64EAVzqNv3cytpkCvhs
501,501,[489],198.0,Inner+r=198+d=PuZR1JfqcyR+uid=CNZLOt2Vd7a0ywXsGxS2nc,489,Inner+r=198+d=PuZR1JfqcyR+uid=CNZLOt2Vd7a0ywXsGxS2nc
503,503,[489],198.0,Inner+r=198+d=PVS6aaBSJ6E+uid=CHQs7SMJlE4vW1uTQBBrsF,489,Inner+r=198+d=PVS6aaBSJ6E+uid=CHQs7SMJlE4vW1uTQBBrsF
504,504,[490],198.0,Inner+r=198+d=Okfdu8EFS6k+uid=DYcGT8g9qyZWJMS2JZFVD_,490,Inner+r=198+d=Okfdu8EFS6k+uid=DYcGT8g9qyZWJMS2JZFVD_
507,507,[490],198.0,Inner+r=198+d=PVS6aaBSJ6E+uid=CmPgwy-TiXsLlswnrC1TL6,490,Inner+r=198+d=PVS6aaBSJ6E+uid=CmPgwy-TiXsLlswnrC1TL6
510,510,[202],198.0,Inner+r=198+d=MDAcJ7sNDhd+uid=BhU69xy2kVwUKjBdUhSABG,202,Inner+r=198+d=MDAcJ7sNDhd+uid=BhU69xy2kVwUKjBdUhSABG
